id,vendor_id,pickup_date,pickup_time,dropoff_date,dropoff_time,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id2375499,2,1/1/2016,20:38,1/2/2016,19:44,2,-73.98927307,40.72635269,-73.99175262,40.74430084,N,23:06:57
id0735838,2,1/6/2016,16:19,1/6/2016,19:20,2,-73.78963470000002,40.64676666,-73.78881073,40.64159012,N,3:01:04
id3137093,2,1/3/2016,20:41,1/4/2016,20:33,6,-73.95700073,40.7744751,-73.95001221,40.78554535,N,23:51:44
id3967876,2,1/3/2016,0:44,1/4/2016,0:26,1,-74.00683594,40.74394608,-74.0045166,40.71723938,N,23:42:10
id0383870,2,1/3/2016,3:53,1/4/2016,3:44,2,-73.98213959,40.72785187,-74.00408936,40.71598053,N,23:50:47
id1864733,1,1/5/2016,0:19,1/27/2016,11:08,1,-73.78964996,40.64355850000001,-73.95681,40.77308655,N,"22 days, 10:48:56"
id1085008,2,1/5/2016,16:41,1/6/2016,15:23,1,-73.9339447,40.80240631,-73.90974426,40.82474899,N,22:41:21
id2678672,2,1/1/2016,16:00,1/2/2016,15:49,6,-73.96396637,40.76524734,-73.95522308,40.77941132,N,23:49:42
id0826304,2,1/5/2016,8:24,1/6/2016,8:22,2,-73.97766113,40.77917862,-73.96723175,40.76066208,N,23:58:02
id1627337,2,1/5/2016,21:32,1/6/2016,21:22,1,-73.98674774,40.76126099,-73.99124908,40.74985123,N,23:49:06
id2439869,2,1/5/2016,11:04,1/6/2016,11:04,1,-73.99858093,40.72284317,-74.00891876,40.72012329,N,23:59:06
id3845395,2,1/6/2016,19:54,1/7/2016,19:40,1,-73.9866333,40.7573204,-73.99136353,40.75002670000001,N,23:45:45
id2597011,2,1/7/2016,16:09,1/8/2016,0:00,5,-73.99036407,40.75610733,-73.99340057,40.75964355,N,7:50:41
id2796445,2,1/6/2016,16:44,1/7/2016,16:33,2,-73.95537567,40.78525543,-73.97378540000003,40.76448059,N,23:49:35
id2855455,2,1/3/2016,10:17,1/4/2016,9:10,1,-73.78801727,40.64183044,-73.90623474,40.61980438,N,22:52:58
id3234745,2,1/7/2016,20:01,1/8/2016,19:58,1,-73.99169922,40.74982834,-74.00416565,40.72099686,N,23:57:27
id1907236,2,1/4/2016,12:44,1/5/2016,12:40,1,-73.98787689,40.75635147,-73.99956512,40.73405075,N,23:55:44
id3128678,2,1/1/2016,15:36,1/2/2016,15:02,1,-73.98125458,40.75862122,-73.9821167,40.77507401,N,23:25:56
id3977148,2,1/5/2016,10:19,1/6/2016,10:09,1,-73.96805573,40.78700638,-73.94271088,40.8091507,N,23:50:10
id1320895,2,1/1/2016,0:28,1/2/2016,0:25,3,-73.98150635,40.78046417,-73.98744965,40.75134277,N,23:57:38
id1229552,2,1/2/2016,10:13,1/3/2016,10:01,1,-73.97855377,40.74494553,-73.97257996,40.76485825,N,23:48:01
id2847098,2,1/4/2016,20:38,1/5/2016,20:33,2,-73.98269653,40.75716782,-73.94802856,40.77119446,N,23:55:22
id2652694,2,1/1/2016,12:20,1/2/2016,12:19,1,-73.98649597,40.75649643,-74.00015259,40.73035049,N,23:59:13
id2356283,2,1/4/2016,16:53,1/5/2016,16:47,2,-73.99279022,40.72335815,-73.98619843,40.73044205,N,23:54:33
id3799821,2,1/7/2016,15:04,1/8/2016,15:01,1,-73.96144104,40.7742157,-73.99225616,40.74914551,N,23:56:59
id0266147,2,1/3/2016,16:43,1/4/2016,16:41,1,-74.00189209,40.74581146,-73.9919281,40.72556686,N,23:58:35
id2531796,2,1/6/2016,7:42,1/7/2016,7:39,1,-73.96842194,40.76495361,-73.95404053,40.78757858,N,23:57:11
id1946329,2,1/6/2016,17:09,1/7/2016,16:44,2,-73.98227692,40.76780319,-73.78305054,40.64390182,N,23:34:29
id2751506,2,1/5/2016,11:36,1/6/2016,11:23,1,-73.9981308,40.73561096,-73.98332977,40.73465347,N,23:46:47
id1822303,2,1/4/2016,15:21,1/5/2016,0:00,1,-74.00037384,40.75808716,-73.98532867,40.76013947,N,8:38:19
id0716504,2,1/4/2016,19:17,1/5/2016,18:57,1,-73.99204254,40.76147842,-73.99484253,40.76018143,N,23:40:28
id1325766,1,1/5/2016,6:14,1/31/2016,1:01,1,-73.98378754,40.74232483,-73.98548889,40.72767639,N,"25 days, 18:46:52"
id0130716,2,1/1/2016,12:43,1/2/2016,12:39,2,-73.98219299,40.77694321,-73.95406342,40.77868652,N,23:56:18
id1777297,2,1/5/2016,16:00,1/6/2016,15:59,1,-73.96840668,40.76290131,-73.99170685,40.75566101,N,23:58:51
id0142263,2,1/2/2016,22:48,1/3/2016,22:35,1,-73.9810791,40.7593689,-73.97653198,40.7856102,N,23:46:36
id3722710,2,1/1/2016,18:50,1/2/2016,18:48,1,-73.98680115,40.76418304,-73.97969818,40.7648201,N,23:57:31
id0026284,2,1/7/2016,15:39,1/8/2016,0:00,1,-73.96335602,40.76872635,-73.9719696,40.75985336,N,8:20:18
id0182230,2,1/3/2016,18:15,1/4/2016,17:54,5,-73.97222137,40.79666138,-73.9699707,40.75215912,N,23:38:37
id0691902,2,1/5/2016,20:39,1/6/2016,20:35,1,-73.97225189,40.75683594,-73.98394775,40.77954865,N,23:55:52
id3463945,2,1/1/2016,16:33,1/2/2016,16:31,1,-73.97997284,40.74311066,-73.97583008,40.7522316,N,23:58:24
id1084572,2,1/3/2016,7:43,1/4/2016,6:25,1,-73.9940567,40.74171066,-73.86508179,40.77056885,N,22:41:52
id2182788,2,1/1/2016,19:43,1/2/2016,19:28,1,-73.98651886,40.73823929,-74.00246429,40.7470932,N,23:45:41
